#{"t_start": 1678696407.6199613, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
-83.5,308,5392.061653,358.82458618268305,345.4232881678467,580.8207612973387,890.0518160437543,1094.8622184419858,-136.49468570181503,-2553.07169096108
-96.5,308,5426.401804,369.8893132113725,339.0942963127101,601.9348022942518,877.3383498782318,1230.2453739492441,-154.4894304441328,-1195.1745944165434
-179.6,303,5464.082403,435.03772909308464,341.5230348283339,0.0,0.0,0.0,-109.22062626399513,-24153.416278321107
-206.1,304,5490.392589,433.78927039579077,345.7555204474537,0.0,0.0,0.0,-104.5911777725594,-24316.20524157165
-221.1,304,5517.11083,437.6731099704769,332.8273586279712,0.0,0.0,0.0,-106.82724575005919,-24418.03721915921
-41.0,302,5543.421046,385.87418237991557,333.1436596452851,604.455493912183,703.1918643431452,907.3095659431161,-80.26240498554994,-3920.8159820061715
-33.0,305,5573.921012,407.68387757015984,344.8503654942508,658.3680467536236,751.9461974589341,968.0257941276512,-109.74070198308797,-1920.3992540174847
-28.8,304,5609.922438,370.497845385284,337.20838185408564,584.6610898874643,734.8038101415516,1129.592350784229,-104.31143018054256,-1636.5451693177797
-29.3,303,5646.33161,370.73152464099167,332.3512116662842,632.86441232877,793.8178528946595,877.4143554362794,-92.87326879460221,-1754.7171241445544
-126.9,302,5684.108372,363.71861103347186,343.5294236924046,892.4671175990486,857.0369247319402,1555.9593930811636,-198.2009939466424,-3740.608762220432
-62.0,303,5718.626742,360.9421193668036,350.393078110216,694.7582508873779,784.4026243816028,1377.5091610674872,-159.5406681847472,-1510.0603371368131
-54.1,304,5754.070521,372.9541437743834,348.30642733123136,778.8233202302448,895.3777687615183,1231.471788529072,-172.8405460762804,-2592.2787912794543
-50.3,305,5791.312433,375.3358990806272,324.9118344814365,632.5721542572686,900.9214335958575,1379.5945978901916,-142.05513847264587,-3110.7070645862377
-12.6,303,5828.004876,376.7256155714189,320.5967367044088,577.4362468521441,938.7690872051487,1086.8302337689554,-112.97761119570778,-1712.012368974234
-119.9,305,5863.273939,361.7512443296496,350.66958465047315,738.3592716157905,1465.4005264364816,1149.863652614269,-215.84635562682783,-1794.3628605792212
-35.4,305,5897.812269,358.01338556589525,343.4291308388824,561.3772695272821,764.0515594774962,891.9421855385319,-88.8673497040742,-3819.027430145122
-142.7,302,5926.241684,527.7346833326832,334.9629175724427,501.47293479738966,995.4102006439774,0.0,-108.157570472358,-19338.75938023685
-125.6,302,5953.814847,506.36974296456884,332.76487019380386,423.50172167438814,0.0,0.0,-81.84008797649236,-21238.56998806143
-123.2,302,5983.339955,533.8210483358307,334.4033979124424,370.47939534892043,0.0,0.0,-92.12600067299145,-19418.94717767456
-69.3,309,6020.455491,362.33885746199996,342.5849419651491,622.5389973405656,886.820334554525,1185.0468961781637,-131.5372200218384,-3416.3451757607313
-54.6,306,6057.822856,361.05784682529224,338.1064484009405,563.0165752599087,813.9044190403475,961.6275468464432,-111.48603531479134,-3285.4653712736913
-24.0,305,6096.067811,368.55557536947657,352.2686429781049,562.6137337181399,700.8875331830318,929.484033101873,-89.26938555209506,-5271.851794106345
-22.0,305,6132.172065,366.97318678578324,367.7649810484901,555.5893531617295,680.5990056419907,813.2241076008529,-59.188034782525776,-4277.313164626093
-32.3,306,6166.879991,366.2471191997963,323.1900338681294,714.8380451355096,856.1073103888519,925.1013982220767,-149.23567058421565,-2299.9521745184215
-21.9,308,6202.27695,386.7771482188435,327.62506827189526,645.3375612989126,728.9377558684665,991.7255640909206,-115.14949815675688,-1964.9402099545782
-75.4,302,6237.904486,364.12035265399635,354.2841069758278,679.7357204720853,670.6901735456468,1524.9687250336565,-113.75990359775068,-6561.070638874341
-58.8,307,6274.104151,364.07893162360324,330.41970141535336,622.859763220107,996.4534178151043,878.0943919906969,-132.75168629843017,-1003.5453592577607
-16.2,306,6308.453462,366.6168836441648,342.91577059682237,710.3858292794432,772.2525766832329,1028.803047973459,-136.16410442304493,-1849.058985428814
-35.5,304,6346.111696,392.08992191492825,332.5402931879413,564.0404278870286,785.5836661298723,863.6602755992185,-105.84557347999832,-2082.374369112984
-140.6,302,6399.24376,547.9430914378853,329.1793191888672,571.6062664263605,0.0,0.0,-90.15365927604793,-20714.11088578204
-135.9,302,6426.3452,535.1684191593283,333.21132252244183,485.67456922282986,0.0,0.0,-90.38085167856589,-20338.27279152924
-145.1,302,6452.586823,530.090313571112,333.59014679930095,685.8721658298603,0.0,0.0,-94.11587297900171,-19888.082600957252
-22.0,303,6496.657098,370.6075470895153,327.7244234796738,633.2581725660209,810.542811236219,965.4456881114274,-100.0098892861138,-2195.8849929381186
-155.9,314,6534.931675,409.17629671401886,379.8086763563049,715.6031432641824,1590.1356813151958,1206.4049639562643,-286.6050006653257,-1344.5520616367628
-27.0,305,6569.850891,372.65149508809714,331.7689138431811,684.1748801127872,1006.6797729623814,862.8401448375771,-126.40139650272637,-1457.816232191718
-18.0,303,6606.08075,352.8801138950862,345.3847873785144,555.2244976934625,697.4481420407291,805.9775024521209,-67.43889742553544,-1116.8839986251523
-100.4,308,6642.198758,354.28109654146874,338.36172858860886,614.8997725487015,1265.5141855189884,989.6267930930867,-180.99581093702804,-1592.228851492812
-22.3,303,6676.1659,375.81869789165864,343.38490608186106,584.9284978732045,823.2725219499936,878.9224918268226,-92.68387669754357,-1463.439772626082
-21.0,303,6711.1169,345.943620095415,331.82646100506565,583.8837446893732,635.372449037082,876.9098922150146,-61.122575874009925,-1232.622022050721
-87.2,302,6747.160823,383.7593025564499,330.6267661586004,675.324113063448,799.2162398476698,1097.7661210897643,-88.38233580311484,-4722.629109781969
-26.2,304,6784.179259,368.3733798043174,335.1750335581553,608.359372119805,808.3397589574005,783.1562211579753,-75.73546402032719,-949.1751088982014
-59.3,302,6820.709487,364.405937906562,324.96698009238014,792.4544789707398,788.9842545344924,1062.1042404541754,-142.34493777528354,-874.8030972930288
-115.0,302,6862.483186,356.75019177057567,347.67400966430864,400.7139000996605,0.0,648.4495585397092,-26.3856021344975,-7849.357121294545
-114.0,302,6889.554029,342.68206295739805,345.5984804265742,517.9396563092766,0.0,720.6568863910168,-35.08367837300711,-9391.652991554558
-117.0,302,6917.626688,367.7837143233775,346.18453517680746,528.0202235551922,0.0,707.0307009035075,-37.62127323652255,-8482.577066282895
-100.7,304,6944.449129,347.616455499313,338.6380538876927,797.6834505746874,1208.964031149928,1047.5372183270326,-166.04878687557766,-858.7646154887117
